name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link
Reiner Gamma,Reiner Gamma,1935-01-01,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",73.441000000000003,301.041663325246986,7.385265384845590,Albedo Feature,AL,Adopted by IAU,299.954252243041992,302.345727920531999,6.754228591918950,7.912466049194340,Italy,Europe,Hevelius,LAC-56,http://planetarynames.wr.usgs.gov/Feature/4987
