Intersections_Entries,Longitude,Latitude,Altitude,Origin
58,3.030132440952021,-1.1527435446717698,-88.39013843804842,false
59,3.0336546379152733,-1.1527435021455013,-92.79600135611264,false
60,3.0371768506736556,-1.1527434552813414,-97.19529899140532,false
61,3.041516904783843,-1.150339980820547,-101.55239159118551,false
62,3.040699079207403,-1.1527434040794469,-101.58803131383566,false
63,3.0403121150849914,-1.146799136185273,-99.8771229460914,false
64,2.9755783382756475,-1.1504280375289915,-18.257593644037254,false
65,2.979272628453416,-1.1504280358061436,-22.98555989330862,false
66,2.9866612430274775,-1.1504280182006075,-32.41979911763573,false
67,2.98296693003936,-1.1504280293628626,-27.7062950429448,false
68,2.9903555674151914,-1.150428002317834,-37.12607214457892,false
69,2.994049903196924,-1.1504279817160072,-41.82511414769277,false
70,2.9977442503696787,-1.150427956393574,-46.51692515398187,false
71,3.005132978869494,-1.1504278915893589,-55.87885427503852,false
72,3.00143860892847,-1.1504279263516246,-51.20150518775039,false
73,3.008827360188301,-1.1504278521074962,-60.54897244072907,false
74,3.0162161569429857,-1.1504277589832912,-69.86751610665583,false
75,3.0199105723704007,-1.1504277053408631,-74.51594165627192,false
76,3.030993886803254,-1.150427516093289,-88.4178334724469,false
77,3.023604999159106,-1.1504276469786638,-79.15713638440045,false
78,3.0346883476499147,-1.1504274435696462,-93.03733588039448,false
79,3.038382819841654,-1.1504273663264455,-97.64960756464974,false
80,3.012521752880876,-1.1504278079056127,-65.21185970931907,false
81,3.0272994373046562,-1.1504275838959026,-83.79110031476687,false
82,3.0420773033733233,-1.1504272843625103,-102.254648547588,false
83,3.0406540275249956,-1.1464472941426436,-100.28560963653014,false
84,3.035379481291789,-1.140567317725855,-93.40018713120838,false
85,2.9768336942071665,-1.1459807390993475,-19.645494957052456,false
86,2.980402458787079,-1.1459807292668462,-24.21056140668238,false
87,2.9839712340043394,-1.1459807150383199,-28.768879798358977,false
88,2.9911088163355513,-1.145980673395462,-37.8652725014039,false
89,2.9875400198543045,-1.1459806964149404,-33.3204501546504,false
90,2.998246441177553,-1.145980614170173,-46.93467325927025,false
91,2.994677623444091,-1.1459806459807547,-42.40334686138055,false
92,3.0018152695325533,-1.145980577964283,-51.45925171957009,false
93,3.0053841085065187,-1.1459805373624414,-55.97708226504107,false
94,3.008952958096264,-1.1459804923652213,-60.488164920373166,false
95,3.0125218182990197,-1.1459804429719724,-64.99249970871317,false
96,3.016090689111807,-1.1459803891832656,-69.4900866534008,false
97,3.019659570531648,-1.1459803309984558,-73.98092577796864,false
98,3.023228462555621,-1.1459802684178078,-78.4650171063351,false
99,3.0267973651808,-1.145980201441288,-82.94236066126118,false
100,3.0303662784042618,-1.1459801300688537,-87.41295646589373,false
101,3.0339352022230814,-1.1459800543004672,-91.87680454280085,false
102,3.03750413663434,-1.1459799741360932,-96.33390491532231,false
103,3.0410730816351093,-1.1459798895756903,-100.7842576060262,false
104,3.0351663129917026,-1.1396631596763316,-93.0854451894089,false
105,2.974165585016899,-1.143746136892729,-16.113849576351402,false
106,3.0293982040825527,-1.1346928357104462,-85.59712739847852,false
107,2.978001156316186,-1.143746126105265,-21.025373724986785,false
108,2.9818367399232932,-1.1437461102410882,-25.929103064873544,false
109,2.985672335832864,-1.1437460892998543,-30.825037624366548,false
110,2.9895079440382433,-1.1437460632821033,-35.71317742969884,false
111,2.9971791973147566,-1.1437459960159777,-45.46607288840735,false
112,2.993343564534133,-1.1437460321874924,-40.593522508839506,false
113,3.001014842374523,-1.1437459547672155,-50.330828596371504,false
114,3.004850499707254,-1.1437459084417432,-55.1877896587721,false
115,3.0086861693075284,-1.143745857038641,-60.03695610261375,false
116,3.012521851169229,-1.143745800559025,-64.87832795470821,false
117,3.0163575452867635,-1.1437457390019743,-69.71190524109564,false
118,3.020193251654307,-1.1437456723677333,-74.53768798858773,false
119,3.0240289702660914,-1.1437456006562516,-79.35567622341765,false
120,3.0317004441993283,-1.1437454420013895,-88.96826925944427,false
121,3.0278647011165876,-1.1437455238677783,-84.16586997181834,false
122,3.039371967040353,-1.1437452630370075,-98.54968455576083,false
123,3.0405892215523895,-1.142108731808337,-99.98181823761419,false
124,3.031289527316558,-1.1349934415081873,-87.98149079929838,false
125,3.0273445074686864,-1.1319784085860918,-82.86904876140181,false
126,2.969371139829732,-1.1437461425178646,-9.96348494198369,false
127,2.9741655862053102,-1.1437461362985086,-16.11385106854959,false
128,2.96457671280736,-1.1437461407894316,-3.8009394621795867,false
129,3.0355361995092482,-1.143745355057912,-93.76287411194978,false
130,2.9837545369198493,-1.1437461000189588,-28.37804540972062,false
131,2.9789600519092203,-1.1437461221323584,-22.25203787775485,false
132,2.9885490412147813,-1.1437460699582132,-34.49187370379649,false
133,2.998138107568408,-1.1437459859935801,-46.68299273278356,false
134,3.0029326695815377,-1.1437459320902292,-52.7602835431148,false
135,2.9933435647719553,-1.143746031949664,-40.59352279875339,false
136,3.007727250789375,-1.1437458702387953,-58.82539526928959,false
137,3.0125218511692284,-1.1437458004395444,-64.87832794834283,false
138,3.017316470698682,-1.1437457226923868,-70.91908161846679,false
139,3.026905767116712,-1.1437455433539676,-82.9640520810309,false
140,3.031700443960819,-1.1437454417628878,-88.96826894869824,false
141,3.0221111093554986,-1.143745636997589,-76.94765631746793,false
142,3.0364951398641264,-1.143745332222798,-94.96030695461144,false
143,3.0412898548058607,-1.1437452147350664,-100.94016613831302,false
144,3.0425849606251605,-1.1417454922866435,-102.44888427865766,false
145,3.040589238643796,-1.1386004435122195,-99.79420952901604,false
146,3.0312895445715617,-1.1329082263089665,-87.86291439451344,false
147,3.027344521873626,-1.1304962044646802,-82.7826339385079,false
148,3.042584978494726,-1.1374509253207723,-102.21751013387536,false
149,3.040589255799366,-1.1350921557095446,-99.60008730048925,false
150,3.031289561852056,-1.130823011299149,-87.74203692213557,false
151,3.0273445362927873,-1.1290140004421707,-82.6950564785394,false
152,3.042584996447911,-1.133156359071018,-101.97637566676818,false
153,3.0312895791578867,-1.1287377964757184,-87.61885838197192,false
154,3.027344550726261,-1.1275317965162934,-82.60631638091765,false
155,3.040589273018708,-1.1315838684024453,-99.39945154971907,false
156,3.0425850144847058,-1.1288617935497733,-101.7254808759859,false
157,3.040589290301818,-1.1280755815932972,-99.19230227747714,false
158,3.031289596489053,-1.1266525818357442,-87.493378773058,false
159,3.027344565174043,-1.1260495926847338,-82.51641364564261,false
160,3.042585032605626,-1.1245672287694377,-101.46482576114272,false
161,3.040589307648311,-1.124567295284479,-98.97863948087004,false
162,3.031289613845555,-1.124567367376297,-87.36559809577962,false
163,3.0273445796359617,-1.1245673889451795,-82.42534827213565,false
164,3.0425850508096506,-1.1202726647423351,-101.19441031934532,false
165,3.0405893250593516,-1.121059009478367,-98.75846316105518,false
166,3.031289631227548,-1.1224821530944291,-87.2355163491723,false
167,3.027344594112189,-1.1230851852953507,-82.33312026078255,false
168,3.042585069097799,-1.1159781014807912,-100.9142345505937,false
169,3.0405893425341617,-1.1175507241772427,-98.53177331571781,false
170,3.031289648634876,-1.1203969389871946,-87.10313353285028,false
171,3.0273446086026388,-1.1216029817329514,-82.23972961061882,false
172,3.0425850874695586,-1.111683538997203,-100.62429845180158,false
173,3.040589360072741,-1.1140424393834831,-98.29856994350774,false
174,3.0312896660676945,-1.118311725051611,-86.96844964662068,false
175,3.027344623107399,-1.1201207782556688,-82.14517632183738,false
176,3.0425851059254407,-1.107388977303678,-100.32460202239034,false
177,3.040589377675479,-1.1105341550992713,-98.05885304346052,false
178,3.0312896835256944,-1.116226511284835,-86.8314646897119,false
179,3.0273446376263813,-1.1186385748612238,-82.04946039405247,false
180,3.0425851244644218,-1.1030944164131244,-100.01514525850213,false
181,3.0405893953419856,-1.1070258713270824,-97.8126226138401,false
182,3.0312897010091837,-1.1141412976838172,-86.6921786617382,false
183,3.0273446521595857,-1.117156371547329,-81.95258182745697,false
184,3.0425851430880373,-1.0987998563368462,-99.69592815975119,false
185,3.031289718518007,-1.1120560842456793,-86.55059156173509,false
186,3.04058941307226,-1.1035175880692945,-97.55987865291053,false
187,3.027344666707013,-1.1156741683116969,-81.85454062070059,false
188,3.0425851617947486,-1.0945052970883395,-99.36695072189394,false
189,3.040589430866297,-1.10000930532829,-97.30062115874286,false
190,3.031289736052167,-1.1099708709674903,-86.40670338950974,false
191,3.0273446812687492,-1.11419196515198,-81.75533677455496,false
192,3.042585180585581,-1.0902107386790503,-99.02821294338725,false
193,3.040589448724495,-1.096501023106051,-97.03485013056557,false
194,3.031289753611815,-1.1078856578461858,-86.26051414429052,false
195,3.0273446958446217,-1.1127097620660038,-81.65497028786271,false
196,3.042585199460019,-1.0859161811218214,-98.679714820952,false
197,3.0405894666464572,-1.0929927414052527,-96.76256556567814,false
198,3.0312897711967994,-1.1058004448789367,-86.11202382530591,false
199,3.0273447104348024,-1.111227559051351,-81.55344116081673,false
200,3.0425852184185747,-1.081621624428323,-98.3214563528522,false
201,3.0405894846325747,-1.0894844602277882,-96.48376746253753,false
202,3.031289788807272,-1.103715232062645,-85.96123243236302,false
203,3.027344725039205,-1.1097453561057946,-81.45074939303126,false
