Intersections_Entries,Longitude,Latitude,Altitude,Origin
134,3.044224482034476,-1.0857442564871598,-100.70616036603997,false
135,3.044002775977657,-1.0893528680912679,-100.72409588111526,false
136,3.036718947369347,-1.0968675242016304,-92.23513209180683,false
137,3.032573109379407,-1.1009964933207044,-87.3664429459491,false
138,3.0442244984424556,-1.081154476762462,-100.32249696667986,false
139,3.0440027905584346,-1.0853645208293043,-100.39895810509843,false
140,3.0367189646463846,-1.0941316118764401,-92.02388099532298,false
141,3.0325731254100607,-1.0989487398909252,-87.21317438153015,false
142,3.044224514910911,-1.0765646984720694,-99.9276851775898,false
143,3.0440028051914036,-1.0813761746095734,-100.06540223208209,false
144,3.0325731414579034,-1.096900986701195,-87.05768667266473,false
145,3.03671898195104,-1.09139570000171,-91.80866863403412,false
146,3.0440028198759363,-1.0773878294518433,-99.72342826206626,false
147,3.036718999282979,-1.0886597885810332,-91.58949500639709,false
148,3.032573157522727,-1.0948532337517671,-86.89997981819549,false
149,3.044224531439474,-1.0719749216494199,-99.5217249985768,false
150,3.044224548028144,-1.0673851463276367,-99.10461643099116,false
151,3.0440028346126593,-1.0733994853746336,-99.37303619505094,false
152,3.0367190166425377,-1.0859238776174067,-91.36636011279766,false
153,3.032573173604738,-1.0928054810425658,-86.74005381870114,false
