Grid Points_Entries,Longitude,Latitude,Altitude,Origin
0,-7.657703352143302,5.8872144160011635,-802.5967142827799,true
1,-7.657703478064967,5.887213758609757,5.0,false
2,-7.707703478064967,5.837213758609757,5.0,false
3,-7.702703478064967,5.837213758609757,5.0,false
4,-7.697703478064967,5.837213758609757,5.0,false
5,-7.692703478064967,5.837213758609757,5.0,false
6,-7.687703478064967,5.837213758609757,5.0,false
7,-7.682703478064967,5.837213758609757,5.0,false
8,-7.6777034780649664,5.837213758609757,5.0,false
9,-7.6727034780649666,5.837213758609757,5.0,false
10,-7.667703478064967,5.837213758609757,5.0,false
11,-7.662703478064967,5.837213758609757,5.0,false
12,-7.657703478064967,5.837213758609757,5.0,false
13,-7.652703478064967,5.837213758609757,5.0,false
14,-7.647703478064967,5.837213758609757,5.0,false
15,-7.642703478064967,5.837213758609757,5.0,false
16,-7.637703478064967,5.837213758609757,5.0,false
17,-7.6327034780649665,5.837213758609757,5.0,false
18,-7.627703478064967,5.837213758609757,5.0,false
19,-7.622703478064967,5.837213758609757,5.0,false
20,-7.617703478064967,5.837213758609757,5.0,false
21,-7.612703478064967,5.837213758609757,5.0,false
22,-7.607703478064967,5.837213758609757,5.0,false
23,-7.707703478064967,5.842213758609757,5.0,false
24,-7.702703478064967,5.842213758609757,5.0,false
25,-7.697703478064967,5.842213758609757,5.0,false
26,-7.692703478064967,5.842213758609757,5.0,false
27,-7.687703478064967,5.842213758609757,5.0,false
28,-7.682703478064967,5.842213758609757,5.0,false
29,-7.6777034780649664,5.842213758609757,5.0,false
30,-7.6727034780649666,5.842213758609757,5.0,false
31,-7.667703478064967,5.842213758609757,5.0,false
32,-7.662703478064967,5.842213758609757,5.0,false
33,-7.657703478064967,5.842213758609757,5.0,false
34,-7.652703478064967,5.842213758609757,5.0,false
35,-7.647703478064967,5.842213758609757,5.0,false
36,-7.642703478064967,5.842213758609757,5.0,false
37,-7.637703478064967,5.842213758609757,5.0,false
38,-7.6327034780649665,5.842213758609757,5.0,false
39,-7.627703478064967,5.842213758609757,5.0,false
40,-7.622703478064967,5.842213758609757,5.0,false
41,-7.617703478064967,5.842213758609757,5.0,false
42,-7.612703478064967,5.842213758609757,5.0,false
43,-7.607703478064967,5.842213758609757,5.0,false
44,-7.707703478064967,5.847213758609757,5.0,false
45,-7.702703478064967,5.847213758609757,5.0,false
46,-7.697703478064967,5.847213758609757,5.0,false
47,-7.692703478064967,5.847213758609757,5.0,false
48,-7.687703478064967,5.847213758609757,5.0,false
49,-7.682703478064967,5.847213758609757,5.0,false
50,-7.6777034780649664,5.847213758609757,5.0,false
51,-7.6727034780649666,5.847213758609757,5.0,false
52,-7.667703478064967,5.847213758609757,5.0,false
53,-7.662703478064967,5.847213758609757,5.0,false
54,-7.657703478064967,5.847213758609757,5.0,false
55,-7.652703478064967,5.847213758609757,5.0,false
56,-7.647703478064967,5.847213758609757,5.0,false
57,-7.642703478064967,5.847213758609757,5.0,false
58,-7.637703478064967,5.847213758609757,5.0,false
59,-7.6327034780649665,5.847213758609757,5.0,false
60,-7.627703478064967,5.847213758609757,5.0,false
61,-7.622703478064967,5.847213758609757,5.0,false
62,-7.617703478064967,5.847213758609757,5.0,false
63,-7.612703478064967,5.847213758609757,5.0,false
64,-7.607703478064967,5.847213758609757,5.0,false
65,-7.707703478064967,5.852213758609757,5.0,false
66,-7.702703478064967,5.852213758609757,5.0,false
67,-7.697703478064967,5.852213758609757,5.0,false
68,-7.692703478064967,5.852213758609757,5.0,false
69,-7.687703478064967,5.852213758609757,5.0,false
70,-7.682703478064967,5.852213758609757,5.0,false
71,-7.6777034780649664,5.852213758609757,5.0,false
72,-7.6727034780649666,5.852213758609757,5.0,false
73,-7.667703478064967,5.852213758609757,5.0,false
74,-7.662703478064967,5.852213758609757,5.0,false
75,-7.657703478064967,5.852213758609757,5.0,false
76,-7.652703478064967,5.852213758609757,5.0,false
77,-7.647703478064967,5.852213758609757,5.0,false
78,-7.642703478064967,5.852213758609757,5.0,false
79,-7.637703478064967,5.852213758609757,5.0,false
80,-7.6327034780649665,5.852213758609757,5.0,false
81,-7.627703478064967,5.852213758609757,5.0,false
82,-7.622703478064967,5.852213758609757,5.0,false
83,-7.617703478064967,5.852213758609757,5.0,false
84,-7.612703478064967,5.852213758609757,5.0,false
85,-7.607703478064967,5.852213758609757,5.0,false
86,-7.707703478064967,5.857213758609757,5.0,false
87,-7.702703478064967,5.857213758609757,5.0,false
88,-7.697703478064967,5.857213758609757,5.0,false
89,-7.692703478064967,5.857213758609757,5.0,false
90,-7.687703478064967,5.857213758609757,5.0,false
91,-7.682703478064967,5.857213758609757,5.0,false
92,-7.6777034780649664,5.857213758609757,5.0,false
93,-7.6727034780649666,5.857213758609757,5.0,false
94,-7.667703478064967,5.857213758609757,5.0,false
95,-7.662703478064967,5.857213758609757,5.0,false
96,-7.657703478064967,5.857213758609757,5.0,false
97,-7.652703478064967,5.857213758609757,5.0,false
98,-7.647703478064967,5.857213758609757,5.0,false
99,-7.642703478064967,5.857213758609757,5.0,false
100,-7.637703478064967,5.857213758609757,5.0,false
101,-7.6327034780649665,5.857213758609757,5.0,false
102,-7.627703478064967,5.857213758609757,5.0,false
103,-7.622703478064967,5.857213758609757,5.0,false
104,-7.617703478064967,5.857213758609757,5.0,false
105,-7.612703478064967,5.857213758609757,5.0,false
106,-7.607703478064967,5.857213758609757,5.0,false
107,-7.707703478064967,5.862213758609757,5.0,false
108,-7.702703478064967,5.862213758609757,5.0,false
109,-7.697703478064967,5.862213758609757,5.0,false
