name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link
Loewy H,Loewy H,1/1/2006,Maurice (Moritz); French astronomer (1833-1907).,4.70277,328.0132559,-22.77756808,Satellite Feature,SF,Adopted by IAU,327.9291515,328.0973644,-22.85511208,-22.70002365,France,Europe,Mare Humorum,LAC-93,http://planetarynames.wr.usgs.gov/Feature/10898
Lohrmann E,Lohrmann E,1/1/2006,Wilhelm Gotthelf; German selenographer (1796-1840).,9.43217,292.4051182,-1.763512593,Satellite Feature,SF,Adopted by IAU,292.2495213,292.5607204,-1.919038773,-1.60798645,Germany,Europe,Grimaldi,LAC-74,http://planetarynames.wr.usgs.gov/Feature/10902
Marco Polo A,Marco Polo A,1/1/2006,Italian explorer (1254-1324).,6.3806,358.0420035,14.8974698,Satellite Feature,SF,Adopted by IAU,357.9331379,358.1508732,14.79226112,15.00267982,Italy,Europe,Mare Vaporum,LAC-59,http://planetarynames.wr.usgs.gov/Feature/11139
Longomontanus A,Longomontanus A,1/1/2006,"Christian Sorensen; Danish astronomer, mathematician (1562-1647).",28.6073,335.854097,-52.94177453,Satellite Feature,SF,Adopted by IAU,335.0713634,336.6368313,-53.41347885,-52.47006989,Denmark,Europe,Schiller,LAC-125,http://planetarynames.wr.usgs.gov/Feature/10906
Lohrmann F,Lohrmann F,1/1/2006,Wilhelm Gotthelf; German selenographer (1796-1840).,10.542,290.7726456,-1.389058074,Satellite Feature,SF,Adopted by IAU,290.598772,290.9465237,-1.562883377,-1.215230942,Germany,Europe,Grimaldi,LAC-74,http://planetarynames.wr.usgs.gov/Feature/10903
Lohrmann M,Lohrmann M,1/1/2006,Wilhelm Gotthelf; German selenographer (1796-1840).,7.23125,290.9960223,-0.480386529,Satellite Feature,SF,Adopted by IAU,290.8767834,291.115263,-0.599620819,-0.361150742,Germany,Europe,Grimaldi,LAC-74,http://planetarynames.wr.usgs.gov/Feature/10904
Lohrmann N,Lohrmann N,1/1/2006,Wilhelm Gotthelf; German selenographer (1796-1840).,7.66003,289.814075,-0.600389016,Satellite Feature,SF,Adopted by IAU,289.6877651,289.9403896,-0.726694107,-0.474082947,Germany,Europe,Riccioli,LAC-73,http://planetarynames.wr.usgs.gov/Feature/10905
Marinus J,Marinus J,1/1/2006,Of Tyre; Greek geographer (unkn-c. 100).,9.10568,70.96734187,-39.61651629,Satellite Feature,SF,Adopted by IAU,70.77243614,71.16224861,-39.76665878,-39.46637344,Greek,Europe,Furnerius,LAC-115,http://planetarynames.wr.usgs.gov/Feature/11165
Longomontanus B,Longomontanus B,1/1/2006,"Christian Sorensen; Danish astronomer, mathematician (1562-1647).",45.8913,339.0847402,-52.9327938,Satellite Feature,SF,Adopted by IAU,337.8349361,340.3455677,-53.68994141,-52.17654037,Denmark,Europe,Schiller,LAC-125,http://planetarynames.wr.usgs.gov/Feature/10907
Longomontanus C,Longomontanus C,1/1/2006,"Christian Sorensen; Danish astronomer, mathematician (1562-1647).",31.5421,340.8940369,-53.48641053,Satellite Feature,SF,Adopted by IAU,340.0201931,341.7678814,-54.00650597,-52.96631432,Denmark,Europe,Clavius,LAC-126,http://planetarynames.wr.usgs.gov/Feature/10908
Longomontanus D,Longomontanus D,1/1/2006,"Christian Sorensen; Danish astronomer, mathematician (1562-1647).",26.1265,337.0846652,-54.38153128,Satellite Feature,SF,Adopted by IAU,336.3449688,337.8243618,-54.81232834,-53.95073318,Denmark,Europe,Schiller,LAC-125,http://planetarynames.wr.usgs.gov/Feature/10909
